registration,source_path,source_line,hotkeyToken,hotkey,scopeId,parentScopeId,description,displayPriority,handlerPriority,condition,hide,runWithInputFocused,activateCommandScope,activateCommandScopeId,registrationType,tags,keywords,dynamic_context,raw_excerpt,review_status
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,600,TOKENS.canvas.nudgeRight,'arrowright',scopeId(),,'Nudge right',,,,,,,,,,,False,"{ hotkey: 'arrowright', scopeId: scopeId(), description: 'Nudge right', keyDownHandler: () => { nudge('right', false, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeRight, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,611,TOKENS.canvas.nudgeRightMore,'shift+arrowright',scopeId(),,'Nudge right more',,,,,,,,,,,False,"{ hotkey: 'shift+arrowright', scopeId: scopeId(), description: 'Nudge right more', keyDownHandler: () => { nudge('right', true, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeRightMore, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,622,TOKENS.canvas.nudgeDown,'arrowdown',scopeId(),,'Nudge down',,,,,,,,,,,False,"{ hotkey: 'arrowdown', scopeId: scopeId(), description: 'Nudge down', keyDownHandler: () => { nudge('down', false, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeDown, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,633,TOKENS.canvas.nudgeDownMore,'shift+arrowdown',scopeId(),,'Nudge down more',,,,,,,,,,,False,"{ hotkey: 'shift+arrowdown', scopeId: scopeId(), description: 'Nudge down more', keyDownHandler: () => { nudge('down', true, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeDownMore, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,644,TOKENS.canvas.nudgeLeft,'arrowleft',scopeId(),,'Nudge left',,,,,,,,,,,False,"{ hotkey: 'arrowleft', scopeId: scopeId(), description: 'Nudge left', keyDownHandler: () => { nudge('left', false, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeLeft, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,655,TOKENS.canvas.nudgeLeftMore,'shift+arrowleft',scopeId(),,'Nudge left more',,,,,,,,,,,False,"{ hotkey: 'shift+arrowleft', scopeId: scopeId(), description: 'Nudge left more', keyDownHandler: () => { nudge('left', true, true); return true; }, hotkeyToken: TOKENS.canvas.nudgeLeftMore, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,666,TOKENS.canvas.group,'cmd+g',scopeId(),,'Group selection',,,,,,,,,,,False,"{ hotkey: 'cmd+g', scopeId: scopeId(), description: 'Group selection', keyDownHandler: () => { history.open(); createGroup(); history.close(); return true; }, hotkeyToken: TOKENS.canvas.group, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,679,TOKENS.canvas.ungroup,'shift+cmd+g',scopeId(),,'Ungroup selection',,,,,,,,,,,False,"{ hotkey: 'shift+cmd+g', scopeId: scopeId(), description: 'Ungroup selection', keyDownHandler: () => { history.open(); deleteGroup(); history.close(); return true; }, hotkeyToken: TOKENS.canvas.ungroup, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,694,TOKENS.canvas.optZoom,'opt',scopeId(),,'Zoom in',,,,,,,,,,,False,"{ hotkey: 'opt', scopeId: scopeId(), description: 'Zoom in', keyDownHandler: () => { if (toolManager.selectedTool() === Tools.ZoomIn) { toolManager.setSelectedTool(Tools.ZoomOut); optSetZoom = true; return true; } return false; }, keyUpHandler: () => { if (toolManager.selectedTool() === Tools.ZoomOut && optSetZoom) { toolManager.setSelectedTool(Tools.ZoomIn); optSetZoom = false;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/CanvasController.tsx,718,TOKENS.canvas.spaceGrab,'space',scopeId(),,'Temporary grab tool',,,,,,,,,,,False,"{ hotkey: 'space', scopeId: scopeId(), description: 'Temporary grab tool', keyDownHandler: (e) => { if (e?.repeat) return false; if (!spaceKeyGrab) toolBeforeSpaceGrab = toolManager.selectedTool(); toolManager.setSelectedTool(Tools.Grab); spaceKeyGrab = true; return true; }, keyUpHandler: () => { if ( toolManager.selectedTool() === Tools.Grab && spaceKeyGrab && !middleMousePressed()",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/ToolBar.tsx,144,TOKENS.canvas.line.straight,'s',scopeId(),,'Straight connector',,,() => connectorTypeMenuTrigger(),,,,,,,,False,"{ hotkey: 's', scopeId: scopeId(), condition: () => connectorTypeMenuTrigger(), description: 'Straight connector', keyDownHandler: () => { onSelectConnectionStyle('straight'); setConnectorTypeMenuTrigger(false); return true; }, hotkeyToken: TOKENS.canvas.line.straight, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/ToolBar.tsx,156,TOKENS.canvas.line.flow,'f',scopeId(),,'Flow connector',,,() => connectorTypeMenuTrigger(),,,,,,,,False,"{ hotkey: 'f', scopeId: scopeId(), condition: () => connectorTypeMenuTrigger(), description: 'Flow connector', keyDownHandler: () => { onSelectConnectionStyle('smooth'); setConnectorTypeMenuTrigger(false); return true; }, hotkeyToken: TOKENS.canvas.line.flow, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-canvas/component/ToolBar.tsx,168,TOKENS.canvas.line.bent,'b',scopeId(),,'Bent connector',,,() => connectorTypeMenuTrigger(),,,,,,,,False,"{ hotkey: 'b', scopeId: scopeId(), condition: () => connectorTypeMenuTrigger(), description: 'Bent connector', keyDownHandler: () => { onSelectConnectionStyle('stepped'); setConnectorTypeMenuTrigger(false); return true; }, hotkeyToken: TOKENS.canvas.line.bent, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-channel/component/useChannelBotManagement.ts,69,,,options.hotkeyScopeId,,'Create bot for channel',9,,canManageBots,,,,,,,"['webhook', 'automation', 'agent']",False,"{ scopeId: options.hotkeyScopeId, description: 'Create bot for channel', icon: PlusIcon, keywords: ['webhook', 'automation', 'agent'], displayPriority: 9, condition: canManageBots, keyDownHandler: () => { openCreateBot(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-channel/component/useChannelBotManagement.ts,82,,,options.hotkeyScopeId,,'Invite bot to channel',9,,canManageBots,,,,,,,"['add bot', 'webhook', 'participant']",False,"{ scopeId: options.hotkeyScopeId, description: 'Invite bot to channel', icon: RobotIcon, keywords: ['add bot', 'webhook', 'participant'], displayPriority: 9, condition: canManageBots, keyDownHandler: () => { openInviteBot(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-channel/component/useChannelBotManagement.ts,95,,,options.hotkeyScopeId,,'Copy channel webhook URL',8,,enabled,,,,,,,"['bot', 'webhook', 'endpoint']",False,"{ scopeId: options.hotkeyScopeId, description: 'Copy channel webhook URL', icon: CopyIcon, keywords: ['bot', 'webhook', 'endpoint'], displayPriority: 8, condition: enabled, keyDownHandler: () => { void copyWebhookUrl(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-code/component/CodeMirror.tsx,67,TOKENS.code.toggleComment,'cmd+/',scope,,'Toggle comment',,,,,true,,,,,,False,"{ hotkey: 'cmd+/', hotkeyToken: TOKENS.code.toggleComment, description: 'Toggle comment', scopeId: scope, keyDownHandler: () => { if (view) { toggleComment(view); return true; } return false; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-code/component/CodeMirror.tsx,82,TOKENS.code.escape,'escape',scope,,'Escape code editor',,,,,true,,,,,,False,"{ hotkey: 'escape', hotkeyToken: TOKENS.code.escape, description: 'Escape code editor', scopeId: scope, keyDownHandler: () => { if (view) { view.contentDOM.blur(); return true; } return false; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/BaseInput.tsx,1189,TOKENS.email.send,'cmd+enter',composeHotkeyScope,,'Send email',9,,,,true,,,,,,False,"{ hotkey: 'cmd+enter', scopeId: composeHotkeyScope, description: 'Send email', keyDownHandler: () => { if (form().sendTime()) return false; sendEmail(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.send, displayPriority: 9, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/BaseInput.tsx,1203,TOKENS.email.sendAndMarkDone,'shift+cmd+enter',composeHotkeyScope,,'Send and mark done',10,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+enter', scopeId: composeHotkeyScope, description: 'Send and mark done', keyDownHandler: () => { if (form().sendTime()) return false; sendEmail(true); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.sendAndMarkDone, displayPriority: 10, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/BaseInput.tsx,1217,TOKENS.email.previousMessage,'arrowup',composeHotkeyScope,,'Select last message',,,() => { const ed = editor(); if (!ed) return false; const rootEl = ed.getRootElement(); if (!rootEl || !rootEl.contains(document.activeElement)) return false; return ed.read(() => { const text = $getRoot().getTextContent(); return text.trim().length === 0; }); },,true,,,,,,False,"{ hotkey: 'arrowup', scopeId: composeHotkeyScope, description: 'Select last message', runWithInputFocused: true, condition: () => { const ed = editor(); if (!ed) return false; const rootEl = ed.getRootElement(); if (!rootEl || !rootEl.contains(document.activeElement)) return false; return ed.read(() => { const text = $getRoot().getTextContent(); return text.trim().length === 0;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/BaseInput.tsx,1251,TOKENS.email.cancelReply,'escape',composeHotkeyScope,,'Close reply',8,,,,true,,,,,,False,"{ hotkey: 'escape', scopeId: composeHotkeyScope, description: 'Close reply', keyDownHandler: () => { const draft = collectDraft(); const isEmpty = draft === null; if (isEmpty) { // Delete draft and close reply deleteDraftAndReset(); } else { // Move focus back to the message const focusedId = ctx.messages.focusedID(); if (focusedId) { const messageEl",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/TopBar.tsx,64,TOKENS.block.toggleSidePanel,']',splitPanel.splitHotkeyScope,,'Toggle Side Panel',,,,,,,,,,,False,"{ hotkey: ']', scopeId: splitPanel.splitHotkeyScope, hotkeyToken: TOKENS.block.toggleSidePanel, description: 'Toggle Side Panel', keyDownHandler: () => { if (!sidePanel) return false; if (!sidePanel.hasSections()) return false; sidePanel.toggle(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,70,TOKENS.email.compose.edit.recipients,'shift+cmd+o',composeHotkeyScope,,"'Edit ""To"" recipients'",,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+o', scopeId: composeHotkeyScope, description: 'Edit ""To"" recipients', keyDownHandler: () => { if (ctx.disabled()) return false; refs()?.directRecipientsSelector?.focus(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.compose.edit.recipients, shouldReturnFocusOnClose: false, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,84,TOKENS.email.compose.edit.ccRecipients,'shift+cmd+c',composeHotkeyScope,,"'Edit ""Cc"" recipients'",,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+c', scopeId: composeHotkeyScope, description: 'Edit ""Cc"" recipients', keyDownHandler: () => { if (ctx.disabled()) return false; if (!showCc()) { setShowCc(true); queueMicrotask(() => refs()?.ccRecipientsSelector?.focus()); return true; } refs()?.ccRecipientsSelector?.focus(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.compose.edit.ccRecipients, shouldReturnFocusOnC",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,103,TOKENS.email.compose.edit.bccRecipients,'shift+cmd+b',composeHotkeyScope,,"'Edit ""Bcc"" recipients'",,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+b', scopeId: composeHotkeyScope, description: 'Edit ""Bcc"" recipients', keyDownHandler: () => { if (ctx.disabled()) return false; if (!showBcc()) { setShowBcc(true); queueMicrotask(() => refs()?.bccRecipientsSelector?.focus()); return true; } refs()?.bccRecipientsSelector?.focus(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.compose.edit.bccRecipients, shouldReturnFo",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,122,TOKENS.email.compose.edit.subject,'shift+cmd+s',composeHotkeyScope,,'Edit subject',,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+s', scopeId: composeHotkeyScope, description: 'Edit subject', keyDownHandler: () => { if (ctx.disabled()) return false; refs()?.subjectInput?.focus(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.compose.edit.subject, shouldReturnFocusOnClose: false, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,136,TOKENS.email.compose.edit.message,'shift+cmd+m',composeHotkeyScope,,'Edit message',,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+m', scopeId: composeHotkeyScope, description: 'Edit message', keyDownHandler: () => { if (ctx.disabled()) return false; refs()?.messageInput?.focus(); return true; }, runWithInputFocused: true, hotkeyToken: TOKENS.email.compose.edit.message, shouldReturnFocusOnClose: false, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/component/compose/ComposeLayout.tsx,150,'email.send','cmd+enter',composeHotkeyScope,,'Send email',10,,,,true,,,,,,False,"{ hotkey: 'cmd+enter', scopeId: composeHotkeyScope, description: 'Send email', keyDownHandler: () => { if (ctx.disabled()) return false; if (ctx.sendTime()) return false; ctx.onSend(); return true; }, runWithInputFocused: true, hotkeyToken: 'email.send', displayPriority: 10, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,32,TOKENS.email.replyAll,'opt+r',scopeId,,'Reply all to message',8,,,,,,,,,,False,"{ hotkey: 'opt+r', scopeId: scopeId, description: 'Reply all to message', keyDownHandler: handlers.replyAllToFocusedMessage, hotkeyToken: TOKENS.email.replyAll, displayPriority: 8, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,42,TOKENS.email.reply,'r',scopeId,,'Reply to message',9,,,,,,,,,,False,"{ hotkey: 'r', scopeId: scopeId, description: 'Reply to message', keyDownHandler: handlers.replyToFocusedMessage, hotkeyToken: TOKENS.email.reply, displayPriority: 9, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,51,TOKENS.email.forward,'f',scopeId,,'Forward message',7,,,,,,,,,,False,"{ hotkey: 'f', scopeId: scopeId, description: 'Forward message', keyDownHandler: handlers.forwardFocusedMessage, hotkeyToken: TOKENS.email.forward, displayPriority: 7, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,59,TOKENS.entity.action.markDone,'e',,,'Mark done',10,,() => !handlers.isThreadDone(),,,,,,,,False,"{ hotkey: 'e', scopeId, description: 'Mark done', keyDownHandler: handlers.markDone, hotkeyToken: TOKENS.entity.action.markDone, displayPriority: 10, condition: () => !handlers.isThreadDone(), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,68,TOKENS.entity.action.markNotDone,'shift+e',,,'Mark as not done',10,,() => handlers.isThreadDone() && handlers.canMarkNotDone(),,,,,,,,False,"{ hotkey: 'shift+e', scopeId, description: 'Mark as not done', keyDownHandler: handlers.markNotDone, hotkeyToken: TOKENS.entity.action.markNotDone, displayPriority: 10, condition: () => handlers.isThreadDone() && handlers.canMarkNotDone(), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,77,TOKENS.entity.action.markUnread,'u',,,'Mark as unread',9,,() => !handlers.isThreadMarkedUnread(),,,,,,,,False,"{ hotkey: 'u', scopeId, description: 'Mark as unread', keyDownHandler: handlers.markUnread, hotkeyToken: TOKENS.entity.action.markUnread, displayPriority: 9, condition: () => !handlers.isThreadMarkedUnread(), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,86,TOKENS.entity.action.markRead,'shift+u',,,'Mark as read',9,,() => handlers.isThreadMarkedUnread(),,,,,,,,False,"{ hotkey: 'shift+u', scopeId, description: 'Mark as read', keyDownHandler: handlers.markRead, hotkeyToken: TOKENS.entity.action.markRead, displayPriority: 9, condition: () => handlers.isThreadMarkedUnread(), }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,95,TOKENS.email.blockSender,,scopeId,,'Block sender',5,,,,,,,,,,False,"{ scopeId: scopeId, description: 'Block sender', keyDownHandler: handlers.blockSender, hotkeyToken: TOKENS.email.blockSender, displayPriority: 5, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,102,TOKENS.email.markSenderSignal,,scopeId,,'Mark sender as Signal',5,,,,,,,,,,False,"{ scopeId: scopeId, description: 'Mark sender as Signal', keyDownHandler: handlers.markSenderSignal, hotkeyToken: TOKENS.email.markSenderSignal, displayPriority: 5, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,109,TOKENS.email.markSenderNoise,,scopeId,,'Mark sender as Noise',5,,,,,,,,,,False,"{ scopeId: scopeId, description: 'Mark sender as Noise', keyDownHandler: handlers.markSenderNoise, hotkeyToken: TOKENS.email.markSenderNoise, displayPriority: 5, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,116,TOKENS.email.previousMessage,'arrowup',,,'Previous message',,,,,,,,,,,False,"{ hotkey: 'arrowup', scopeId, description: 'Previous message', keyDownHandler: handlers.navigateToPreviousMessage, hotkeyToken: TOKENS.email.previousMessage, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-email/util/emailHotkeys.ts,123,TOKENS.email.nextMessage,'arrowdown',,,'Next message',,,,,,,,,,,False,"{ hotkey: 'arrowdown', scopeId, description: 'Next message', keyDownHandler: handlers.navigateToNextMessage, hotkeyToken: TOKENS.email.nextMessage, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/ComposeSkill.tsx,333,,'cmd+enter',composeHotkeyScope,,'Create skill',,,,,true,,,,,,False,"{ hotkey: 'cmd+enter', scopeId: composeHotkeyScope, description: 'Create skill', keyDownHandler: () => { handleCreateSkill(); return true; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/ComposeTask.tsx,744,,'cmd+enter',composeHotkeyScope,,'Create task',,,,,true,,,,,,False,"{ hotkey: 'cmd+enter', scopeId: composeHotkeyScope, description: 'Create task', keyDownHandler: () => { handleCreateTask(); return true; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/FindAndReplace.tsx,265,TOKENS.md.find,'cmd+f',scopeId(),,'Find in Document',,,,,true,,,,,,False,"{ hotkey: 'cmd+f', scopeId: scopeId(), hotkeyToken: TOKENS.md.find, description: 'Find in Document', runWithInputFocused: true, keyDownHandler: () => { if (findAndReplaceStore.searchIsOpen) { if (inputRef === document.activeElement) { closeSearch(); } else { focusSearchInput(true); } } else { setFindAndReplaceStore('searchIsOpen', true); focusSearchInput(); }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/History.tsx,467,TOKENS.channel.moveUp,'arrowup',props.scopeId,,'Next version',10,,() => props.isOpen,,,,,,,,False,"{ hotkey: 'arrowup', scopeId: props.scopeId, description: 'Next version', condition: () => props.isOpen, keyDownHandler: () => { const current = props.selectedVersion; const next = moveUp(props.versions, current); virtualHandle()?.scrollToIndex( findVersionIndex(props.versions, next ?? current), { align: 'nearest', } ); if (next) { props.handleSelect(next); }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/History.tsx,490,TOKENS.channel.moveDown,'arrowdown',props.scopeId,,'Previous version',10,,() => props.isOpen,,,,,,,,False,"{ hotkey: 'arrowdown', scopeId: props.scopeId, description: 'Previous version', condition: () => props.isOpen, keyDownHandler: () => { const current = props.selectedVersion; const next = moveDown(props.versions, current); virtualHandle()?.scrollToIndex( findVersionIndex(props.versions, next ?? current), { align: 'nearest', } ); if (next) { props.handleSelect(next); }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/Notebook.tsx,223,TOKENS.block.focus,'enter',scopeId(),,'Focus Title or Markdown Editor',,,,true,,,,,,,False,"{ hotkey: 'enter', scopeId: scopeId(), hotkeyToken: TOKENS.block.focus, description: 'Focus Title or Markdown Editor', keyDownHandler: () => { const titleEditor = md.titleEditor; const markdownEditor = md.editor; const docName = untrack(documentName); if (titleEditor && docName === '') { titleEditor.focus(); return true; } else if (markdownEditor) { markdownEditor.focus(",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/TopBar.tsx,85,TOKENS.entity.action.copyBranchName,'shift+cmd+b',id,,'Copy branch name',,,,,true,,,,,,False,"{ hotkey: 'shift+cmd+b', scopeId: id, hotkeyToken: TOKENS.entity.action.copyBranchName, description: 'Copy branch name', keyDownHandler: () => { copyBranchName(); return true; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/TopBar.tsx,129,TOKENS.block.toggleSidePanel,']',splitPanel.splitHotkeyScope,,'Toggle Side Panel',,,,,,,,,,,False,"{ hotkey: ']', scopeId: splitPanel.splitHotkeyScope, hotkeyToken: TOKENS.block.toggleSidePanel, description: 'Toggle Side Panel', keyDownHandler: () => { if (!sidePanel) return false; if (!sidePanel.hasSections()) return false; sidePanel.toggle(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/useMarkdownCommands.ts,117,TOKENS.md.toggleStateDebugger,,,,'Toggle lexical state debugger',,,() => options.canUseStateDebugger?.() !== false,() => options.canUseStateDebugger?.() === false,true,,,,,,False,"{ scopeId, runWithInputFocused: true, hotkeyToken: TOKENS.md.toggleStateDebugger, description: 'Toggle lexical state debugger', icon: BugIcon, hide: () => options.canUseStateDebugger?.() === false, condition: () => options.canUseStateDebugger?.() !== false, keyDownHandler: () => { if (options.canUseStateDebugger?.() === false) return false; options.toggleStateDebugger(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/useMarkdownCommands.ts,167,def.token,def.hotkey,,,def.description,,,,,,,,,,,True,"{ ...shared, hotkeyToken: def.token, hotkey: def.hotkey, description: def.description, icon: def.icon, proxiedHotkey: !!def.hotkey, keyDownHandler: () => { const editor = getEditor(); if (!editor) return false; editor.dispatchCommand(FORMAT_TEXT_COMMAND, def.format); editor.focus(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,token,,,,action.name,,,() => { const editor = getEditor(); if (!editor) return false; return editor.hasNodes(action.dependencies ?? []); },() => { const editor = getEditor(); if (!editor) return true; return !editor.hasNodes(action.dependencies ?? []); },,,,,,,True,"{ ...shared, hotkeyToken: token, description: action.name, icon: action.icon, keyDownHandler: () => { const editor = getEditor(); if (!editor) return false; action.action(editor); editor.focus(); return true; }, hide: () => { const editor = getEditor(); if (!editor) return true; return !editor.hasNodes(action.dependencies ?? []); }, condition: () => { const editor = getEd",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/calendar/use-calendar-hotkeys.ts,46,command.token,command.hotkey,handlers.scopeId,,command.description,,,,,,,,,,,True,"{ scopeId: handlers.scopeId, hotkey: command.hotkey, hotkeyToken: command.token, description: command.description, keyDownHandler: () => { handlers.changeView(command.view); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/calendar/use-calendar-hotkeys.ts,60,TOKENS.calendar.period.previous,'p',handlers.scopeId,,'Previous period',,,,,,,,,,,True,"{ scopeId: handlers.scopeId, hotkey: 'p', hotkeyToken: TOKENS.calendar.period.previous, description: 'Previous period', keyDownHandler: () => { void handlers.previousPeriod(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/calendar/use-calendar-hotkeys.ts,73,TOKENS.calendar.period.next,'n',handlers.scopeId,,'Next period',,,,,,,,,,,False,"{ scopeId: handlers.scopeId, hotkey: 'n', hotkeyToken: TOKENS.calendar.period.next, description: 'Next period', keyDownHandler: () => { void handlers.nextPeriod(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/calendar/use-calendar-hotkeys.ts,86,TOKENS.calendar.period.today,'t',handlers.scopeId,,'Go to today',,,,,,,,,,,False,"{ scopeId: handlers.scopeId, hotkey: 't', hotkeyToken: TOKENS.calendar.period.today, description: 'Go to today', keyDownHandler: () => { handlers.navigateToToday(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/InlineMessageEditor.tsx,44,TOKENS.channel.clearSelection,'escape',,,'Discard edit',,,,,true,,,,,,False,"{ scopeId, hotkey: 'escape', hotkeyToken: TOKENS.channel.clearSelection, description: 'Discard edit', runWithInputFocused: true, keyDownHandler: () => { props.messageEditor.cancel(props.message.id); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,68,TOKENS.channel.focusPreviousMessage,'arrowup',messageListScope,,'Previous message',,,,,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'arrowup', hotkeyToken: TOKENS.channel.focusPreviousMessage, description: 'Previous message', keyDownHandler: () => { const id = options.selection.selectPrevious(); if (id) { options.navigation()?.markUserIntent('up'); options.navigation()?.scrollToId(id, { align: 'nearest' }); } return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,83,TOKENS.channel.focusNextMessage,'arrowdown',messageListScope,,'Next message',,,,,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'arrowdown', hotkeyToken: TOKENS.channel.focusNextMessage, description: 'Next message', keyDownHandler: () => { const id = options.selection.selectNext(); if (id) { options.navigation()?.markUserIntent('down'); options.navigation()?.scrollToId(id, { align: 'nearest' }); } else { inputEl?.querySelector<HTMLElement>('[contenteditable]')?.focus(); } return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,100,,'shift+g',messageListScope,,'Go to latest message',,,,,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'shift+g', description: 'Go to latest message', keyDownHandler: () => { options.selection.clear(); options.navigation()?.markUserIntent('down'); options.onGoToBottom(); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,112,TOKENS.channel.replyToMessage,'enter',messageListScope,,'Reply to message',,,canRunSelectionActionHotkeys,,,,,,,,False,"{ scopeId: messageListScope, hotkey: 'enter', hotkeyToken: TOKENS.channel.replyToMessage, description: 'Reply to message', condition: canRunSelectionActionHotkeys, keyDownHandler: () => { const msg = getSelectedMessage(); if (!msg) return false; const actions = options.getMessageActions(msg); actions?.onReply?.({ message: msg }); return true; }, }",mechanical-needs-manual-review
