command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
global.upload-files,Upload files,(none - command menu only),global,(root),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open multi-file picker and run upload pipeline,global.upload-files,"hotkey_use (global keypress tracker, debounced for repeats)",drag-and-drop / upload buttons,preserve,parity: global.upload-files,apps/web/src/components/app/GlobalHotkeys.tsx,517,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
global.hotkey-debugger,Open hotkey debugger,(none - command menu only),global,(root),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open hotkey-debugger component in a new split,dev.open-hotkey-debugger,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,defer,parity: global.hotkey-debugger,apps/web/src/components/app/GlobalHotkeys.tsx,530,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,registered only when LOCAL_ONLY build flag - dev-only; not user-facing in prod
global.upload-folders,Upload folders,(none - command menu only),global,(root),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"open folder picker, walk entries, run upload pipeline",global.upload-folders,"hotkey_use (global keypress tracker, debounced for repeats)",upload buttons,preserve,parity: global.upload-folders,apps/web/src/components/app/GlobalHotkeys.tsx,549,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
global.undo,Undo,cmd+z,global,(root),override,undoCtx.canUndo(),,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,undo last mutation via mutation-undo context; failure toast,global.undo,"hotkey_use (global keypress tracker, debounced for repeats)",toast Undo buttons,preserve,parity: global.undo,apps/web/src/components/app/GlobalHotkeys.tsx,563,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadowed inside canvas scope by canvas.undo; suppressed while editable focused (editors own their cmd+z)
global.redo,Redo,shift+cmd+z,global,(root),override,undoCtx.canRedo(),,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,redo last undone mutation,global.redo,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: global.redo,apps/web/src/components/app/GlobalHotkeys.tsx,577,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadowed inside canvas scope by canvas.redo
launcher.email,Create email (launcher open),e,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-email,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.email,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.email-new-split,Create email in new split,shift+e,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-email-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.email-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.chat,Create agent (launcher open),a,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-agent,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.chat,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.chat-new-split,Create agent in new split,shift+a,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-agent-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.chat-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.automation,Create automation (launcher open),u,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-automation,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.automation,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.skill,Create skill (launcher open),k,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-skill,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.skill,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.md,Create document (launcher open),d,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-document,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.md,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.md-new-split,Create document in new split,shift+d,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-document-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.md-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.task,Create task (launcher open),t,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-task,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.task,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.task-new-split,Create task in new split,shift+t,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-task-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.task-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.snippet,Create snippet (launcher open),s,create-menu (detached DOM scope),(detached - none),override,snippet entry filtered out when snippets flag off,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-snippet,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.snippet,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.snippet-new-split,Create snippet in new split,shift+s,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-snippet-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.snippet-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.channel-message,Create message (launcher open),m,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-message,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.channel-message,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.channel-new-split-message,Create message in new split,shift+m,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-message-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.channel-new-split-message,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.channel,Create channel (launcher open),g,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-channel,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.channel,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.canvas,Create canvas (launcher open),n,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-canvas,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.canvas,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.canvas-new-split,Create canvas in new split,shift+n,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-canvas-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.canvas-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.project,Create folder (launcher open),f,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-folder,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.project,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.project-new-split,Create folder in new split,shift+f,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-folder-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.project-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.code,Create code (launcher open),o,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run the creatable-block action and close the launcher; tracks frecency,create-menu.create-code,"hotkey_use (global keypress tracker, debounced for repeats); launcher frecency store update",launcher list item,preserve,parity: launcher.code,apps/web/src/features/command/Launcher.tsx,737,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from availableBlocks() loop (12 static). Registered only while Launcher dialog mounted; scope is detached so global keys are dead behind the dialog
launcher.code-new-split,Create code in new split,shift+o,create-menu (detached DOM scope),(detached - none),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as base item but preferNewSplit,create-menu.create-code-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",hold Shift hint in launcher footer,preserve,parity: launcher.code-new-split,apps/web/src/features/command/Launcher.tsx,748,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded: 9 of 12 items define altHotkeyToken (not automation, skill, channel)"
launcher.close-c,Close Launcher,c,create-menu (detached),(detached),override,createMenuOpen(),,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close launcher,create-menu.close,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: launcher.close-c,apps/web/src/features/command/Launcher.tsx,760,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
launcher.nav-up,Navigate up,arrowup | ctrl+k | shift+tab,create-menu (detached),(detached),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,move selection up in launcher list,create-menu.select-previous,"hotkey_use (global keypress tracker, debounced for repeats)",mouse hover selects,preserve,parity: launcher.nav-up,apps/web/src/features/command/Launcher.tsx,771,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
launcher.nav-down,Navigate down,arrowdown | ctrl+j | tab,create-menu (detached),(detached),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,move selection down,create-menu.select-next,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: launcher.nav-down,apps/web/src/features/command/Launcher.tsx,782,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
launcher.exit,Exit,escape,create-menu (detached),(detached),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close launcher (restores focus),create-menu.exit,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: launcher.exit,apps/web/src/features/command/Launcher.tsx,793,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
launcher.open-new-split,Open in new split,shift+enter,create-menu (detached),(detached),displayPriority=7; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run focused item with preferNewSplit,create-menu.confirm-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: launcher.open-new-split,apps/web/src/features/command/Launcher.tsx,803,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
launcher.confirm,Open in current split,enter,create-menu (detached),(detached),displayPriority=8; override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run focused item,create-menu.confirm,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: launcher.confirm,apps/web/src/features/command/Launcher.tsx,814,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.nav-down,Move selection down,arrowdown | ctrl+j,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true (not listed in menu),runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select next item; at list end triggers pagination loadMore,command-menu.select-next,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.nav-down,apps/web/src/features/command/CommandMenu.tsx,378,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.nav-up,Move selection up,arrowup | ctrl+k,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select previous item,command-menu.select-previous,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.nav-up,apps/web/src/features/command/CommandMenu.tsx,398,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.confirm,Select item,enter,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run command / open entity / run search / ask AI for the selected row; multi-stage commands push a nested command scope,command-menu.confirm,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.confirm,apps/web/src/features/command/CommandMenu.tsx,411,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,telemetry: command_menu_use{itemType}; trackCommandUsage recency store
command-menu.confirm-new-split,Open in new split,shift+enter,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as confirm but opens entity/search in a new split,command-menu.confirm-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.confirm-new-split,apps/web/src/features/command/CommandMenu.tsx,426,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.escape,Close command menu,escape,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,in nested command scope: back to main list; else close menu,command-menu.close,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.escape,apps/web/src/features/command/CommandMenu.tsx,441,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.backspace-back,Go back,backspace,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"when query empty and in nested scope, go back to main list",command-menu.back,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.backspace-back,apps/web/src/features/command/CommandMenu.tsx,462,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.next-category,Next category,tab,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle category filter forward (7 categories),command-menu.next-category,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.next-category,apps/web/src/features/command/CommandMenu.tsx,485,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
command-menu.prev-category,Previous category,shift+tab,command-menu (DOM scope),closest DOM ancestor scope (usually global),override,,hide=true,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,cycle category filter backward,command-menu.previous-category,"hotkey_use (global keypress tracker, debounced for repeats)",mouse interaction on menu,preserve,parity: command-menu.prev-category,apps/web/src/features/command/CommandMenu.tsx,501,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
scope.favorites,(scope) Favorites command scope,(scope registration),command-scope-favorites,global,n/a,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,registers the favorites sub-view command scope (no activation key),n/a (scope),"hotkey_use (global keypress tracker, debounced for repeats)",n/a,adapt,parity: scope.favorites,apps/web/src/features/command/FavoritesCommands.tsx,15,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"registerScope site, not a command; menu-only scope entered via the Favorites command"
global.favorites,Favorites (sub-menu),(none - command menu only),global,(root),activateCommandScopeId=command-scope-favorites,user has >=1 favorite,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,opens nested command scope listing the user's favorites,favorites.open-menu,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: global.favorites,apps/web/src/features/command/FavoritesCommands.tsx,55,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only
favorites.open.<favorite>,(favorite display name),(none - list item),command-scope-favorites,global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open the favorite's split content and close the menu,favorites.open.<dynamic>,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: favorites.open.<favorite>,apps/web/src/features/command/FavoritesCommands.tsx,77,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,RUNTIME-GENERATED: one command per favorite from the favorites query; re-registered on every data change (createEffect + dispose). Deliberately unkeyed so digits don't fight type-to-filter.
global.toggle-sidebar,Toggle sidebar,cmd+.,global,(root),override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle sidebar open/slim,global.toggle-sidebar,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar collapse button,preserve,parity: global.toggle-sidebar,apps/web/src/components/app/app-sidebar/sidebar.tsx,354,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,registered by AppSidebar; dead on full-cover routes (solo settings) where AppSidebar unmounts - intentional
global.invite-team,Send Invites,(none - command menu only),global,(root),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open invite-team modal,global.invite-team,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: global.invite-team,apps/web/src/components/app/app-sidebar/sidebar.tsx,395,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only; registered by always-mounted GoToHotkeys
global.go-to-leader,Go to page (leader),g,global,(root),registrationType=add; activateCommandScopeId=GO_TO_COMMAND_SCOPE,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,activates 'g' command scope; debounced overlay hint on sidebar icons; auto-reset after 2s; hotkey interceptor swallows non-goto keys while hints visible,go-to.leader,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: global.go-to-leader,apps/web/src/components/app/app-sidebar/sidebar.tsx,419,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,'add' so it coexists with per-soup 'g g' handler; interceptor (useHotkeyInterceptor) blocks stray keys in GO_TO scope once hints are visible
go-to.home,Go to Home,g h,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Home view (shift: new split); resets go-to hint state,go-to.home,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.home,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.getting-started,Go to Getting Started,g s,command-scope-go-to,global (leader 'g'),override,account-age gate (useGettingStartedEnabled),,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Getting Started view (shift: new split); resets go-to hint state,go-to.getting-started,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.getting-started,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.inbox,Go to Inbox,g i,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Inbox view (shift: new split); resets go-to hint state,go-to.inbox,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.inbox,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.activity,Go to Activity,g y,command-scope-go-to,global (leader 'g'),override,ENABLE_ACTIVITY build flag,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Activity view (shift: new split); resets go-to hint state,go-to.activity,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.activity,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.reminders,Go to Reminders,g m,command-scope-go-to,global (leader 'g'),override,ENABLE_REMINDERS() flag,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Reminders view (shift: new split); resets go-to hint state,go-to.reminders,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.reminders,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.search,Go to Search,/,global,(root),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Search view (shift: new split); resets go-to hint state,go-to.search,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.search,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change. standaloneHotkey: registered in GLOBAL scope (bare '/'), not the g-scope; hiddenFromSidebar (no sidebar row); refocuses search input when already on search view"
go-to.agents,Go to Agents,g a,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Agents view (shift: new split); resets go-to hint state,go-to.agents,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.agents,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.mail,Go to Email,g e,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Email view (shift: new split); resets go-to hint state,go-to.mail,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.mail,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
